Time,Motor 0 Position,Motor 1 Position,Motor 0 Torque,Motor 1 Torque
5.919999921388808e-07,0.008850321173667908,0.007506072521209717,-0.0111020402982831,0.00931531935930252
0.002737411999987671,0.008850201964378357,0.007508397102355957,-0.33998095989227295,0.14978137612342834
0.004976403999989998,0.008850306272506714,0.007522642612457275,-0.6052433848381042,0.2659153342247009
0.007067086999995809,0.008844241499900818,0.00776362419128418,-0.65817791223526,0.2665503919124603
0.009307300999921608,0.008785709738731384,0.00837618112564087,-0.6176459193229675,0.21653401851654053
0.011418499000001248,0.008758723735809326,0.009164869785308838,-0.5755006074905396,0.16360697150230408
0.014667625000015505,0.008701205253601074,0.010167181491851807,-0.5911371111869812,0.17659243941307068
0.01677160199994887,0.008454963564872742,0.01070261001586914,-0.5483987927436829,0.101786307990551
0.018890669000029447,0.00817367434501648,0.011073410511016846,-0.5541839003562927,0.14690221846103668
0.02100949499993021,0.007815316319465637,0.011306524276733398,-0.554622232913971,0.16875238716602325
0.02310128800002076,0.007319241762161255,0.011619865894317627,-0.558337390422821,0.15925529599189758
0.025414028000000144,0.006854042410850525,0.012064218521118164,-0.5400307774543762,0.14618970453739166
0.027582993999999417,0.006391316652297974,0.012560069561004639,-0.5127362608909607,0.11059339344501495
0.029924673999971674,0.0058655887842178345,0.013153553009033203,-0.5140907168388367,0.12156806886196136
0.032022781000023315,0.005395352840423584,0.013737738132476807,-0.4465760290622711,0.06713132560253143
0.0342395549999992,0.004743590950965881,0.014313042163848877,-0.48470622301101685,0.06201925873756409
0.036277635000033115,0.004164934158325195,0.014928758144378662,-0.4267720878124237,0.06406381726264954
0.038397313000018585,0.0035599321126937866,0.015538573265075684,-0.4211905896663666,0.056059274822473526
0.04051632400000926,0.002955988049507141,0.01609903573989868,-0.4193238317966461,0.044590845704078674
0.04262083799994798,0.0022782236337661743,0.01655954122543335,-0.3867168426513672,0.04148443415760994
0.0450870899999245,0.0014901906251907349,0.017014920711517334,-0.4029754400253296,0.031695760786533356
0.0471313169999803,0.0007571280002593994,0.017386674880981445,-0.35553568601608276,0.03985242545604706
0.049373882999930174,-8.763372898101807e-05,0.017786622047424316,-0.3987865746021271,0.02476346120238304
0.05141599900002802,-0.0008321106433868408,0.018247485160827637,-0.3313131630420685,0.0335165299475193
0.054809824000017215,-0.002151086926460266,0.01916104555130005,-0.3884330093860626,0.008573520928621292
0.05713959799993518,-0.0029987692832946777,0.01993197202682495,-0.2464897334575653,-0.014067243784666061
0.05942439800003285,-0.003877982497215271,0.020741820335388184,-0.2609694302082062,-0.03171907365322113
0.061500045999991926,-0.004558637738227844,0.021476268768310547,-0.24622885882854462,-0.04905979335308075
0.06363074000000779,-0.005422025918960571,0.02226269245147705,-0.2516365349292755,-0.0740797370672226
0.0657154980000314,-0.006298556923866272,0.02297043800354004,-0.22683097422122955,-0.1032453328371048
0.06773906199998692,-0.007077053189277649,0.023735642433166504,-0.2128354012966156,-0.131166473031044
0.06987651500003267,-0.007862076163291931,0.024560511112213135,-0.20435968041419983,-0.1268378496170044
0.07201872600001025,-0.008641362190246582,0.02542334794998169,-0.17992956936359406,-0.15896354615688324
0.07428502899995237,-0.00955168902873993,0.026283621788024902,-0.19420738518238068,-0.15892666578292847
0.07639592999998968,-0.01036246120929718,0.027124643325805664,-0.16567875444889069,-0.21173711121082306
0.07876899400002912,-0.011203452944755554,0.02803593873977661,-0.1762353926897049,-0.19860930740833282
0.08088294999993195,-0.011958315968513489,0.028787553310394287,-0.13386353850364685,-0.2347232550382614
0.08306645099992238,-0.012791574001312256,0.029624640941619873,-0.12629856169223785,-0.2103719860315323
0.08533545699992828,-0.013612434267997742,0.030492007732391357,-0.12453838437795639,-0.23002614080905914
0.08758113299995784,-0.014404460787773132,0.0312921404838562,-0.11110898107290268,-0.2403523474931717
0.089678944999946,-0.015155985951423645,0.03202134370803833,-0.08887933194637299,-0.25609347224235535
0.09304397799996877,-0.016336902976036072,0.033170223236083984,-0.15999969840049744,-0.19759397208690643
0.09512079299997822,-0.016976729035377502,0.03383070230484009,-0.048412710428237915,-0.3790421187877655
0.09713776499995674,-0.01763594150543213,0.03445965051651001,-0.055310629308223724,-0.27295491099357605
0.09926107199999024,-0.018241271376609802,0.03509277105331421,-0.0650109350681305,-0.26471012830734253
0.10125177099996563,-0.01877392828464508,0.035702407360076904,-0.06442990899085999,-0.28179487586021423
0.10325755999997455,-0.01939500868320465,0.036317288875579834,-0.06953182071447372,-0.29965248703956604
0.10548023900003045,-0.020056813955307007,0.03692871332168579,-0.05636052414774895,-0.3073302209377289
0.1077217129999326,-0.020647674798965454,0.037509262561798096,-0.06624814867973328,-0.3162447512149811
0.10972148400003334,-0.02114984393119812,0.03801959753036499,-0.0531761534512043,-0.316299706697464
0.11176643299995703,-0.02163185179233551,0.03849530220031738,-0.05252908170223236,-0.31797146797180176
0.11393562199998541,-0.022171959280967712,0.038967907428741455,-0.04168819636106491,-0.2961530387401581
0.11602308299995912,-0.02258703112602234,0.039421260356903076,-0.0364990308880806,-0.30080485343933105
0.11822776600001816,-0.02307245135307312,0.039845049381256104,-0.04059541970491409,-0.30537110567092896
0.12019226500001423,-0.023455366492271423,0.040228426456451416,-0.05948669835925102,-0.3271532952785492
0.12225561899992954,-0.023830905556678772,0.04058492183685303,-0.050676967948675156,-0.31719690561294556
0.12423800399994889,-0.024155855178833008,0.0409160852432251,-0.03393210470676422,-0.3042628765106201
0.126467459999958,-0.02449527382850647,0.04126971960067749,-0.04223395884037018,-0.3063777685165405
0.12868538199995783,-0.024818405508995056,0.041609764099121094,-0.046515729278326035,-0.31831246614456177
0.13092942899993432,-0.025143831968307495,0.04186898469924927,-0.05622761696577072,-0.3146127760410309
0.13414046899993082,-0.025512978434562683,0.04220390319824219,-0.04606212303042412,-0.2870520353317261
0.13607358399997338,-0.025711119174957275,0.04242968559265137,-0.05716385692358017,-0.3329879939556122
0.1381891700000324,-0.025886520743370056,0.042582690715789795,-0.046065591275691986,-0.31107038259506226
0.14026035599999886,-0.026007860898971558,0.04274111986160278,-0.04273834452033043,-0.2970634698867798
0.14231426699996064,-0.026129350066184998,0.04285496473312378,-0.04906304553151131,-0.29508399963378906
0.14442066899994188,-0.026251718401908875,0.042976558208465576,-0.06445522606372833,-0.28792518377304077
0.14846772199996394,-0.026379242539405823,0.04309350252151489,-0.06552234292030334,-0.2600743770599365
0.15159608999999818,-0.026436269283294678,0.04310297966003418,-0.07281216979026794,-0.2878502607345581
0.15424405399994612,-0.026449769735336304,0.04309350252151489,-0.08060193061828613,-0.24466781318187714
0.15669354900001053,-0.026450693607330322,0.04304999113082886,-0.09525133669376373,-0.2613554298877716
0.16014541999993526,-0.026447013020515442,0.04290175437927246,-0.08974050730466843,-0.256971150636673
0.16323310999996465,-0.02644212543964386,0.04280656576156616,-0.07977895438671112,-0.2331780195236206
0.16538957800003118,-0.026476964354515076,0.04266101121902466,-0.09764079004526138,-0.25515180826187134
0.16810530800000834,-0.02644573152065277,0.04248499870300293,-0.09846756607294083,-0.24545468389987946
0.170132964000004,-0.0264432430267334,0.04233497381210327,-0.09959758073091507,-0.2288290411233902
0.17216361900000265,-0.026436567306518555,0.042177557945251465,-0.11927997320890427,-0.21579086780548096
0.1768448669999998,-0.02642720937728882,0.04175156354904175,-0.09205304086208344,-0.23729658126831055
0.1790419029999839,-0.02643410861492157,0.04155385494232178,-0.10855291038751602,-0.17715926468372345
0.1811780230000295,-0.026429057121276855,0.04135096073150635,-0.08892226219177246,-0.20565441250801086
0.18322060200000578,-0.026442989706993103,0.04114580154418945,-0.09956534951925278,-0.2137340009212494
0.18521055999997316,-0.026428580284118652,0.04089832305908203,-0.10238895565271378,-0.20927508175373077
0.187565440999947,-0.02642764151096344,0.04064744710922241,-0.09558277577161789,-0.1916191279888153
0.18976627300003202,-0.0264279842376709,0.04036819934844971,-0.09391777962446213,-0.20017923414707184
0.19215831500002878,-0.026428058743476868,0.04010641574859619,-0.08952276408672333,-0.19545070827007294
0.19438330899993161,-0.026428163051605225,0.039848506450653076,-0.11576681584119797,-0.1940634548664093
0.19665298099994288,-0.026428207755088806,0.039572298526763916,-0.12233081459999084,-0.18771812319755554
0.19886907000000065,-0.026428207755088806,0.03930026292800903,-0.11708544194698334,-0.1685842126607895
0.20110295199992834,-0.026440322399139404,0.039054274559020996,-0.09101281315088272,-0.17050117254257202
0.20328095399997892,-0.026443064212799072,0.03876537084579468,-0.10973655432462692,-0.17124821245670319
0.20552066799996282,-0.026427701115608215,0.038518428802490234,-0.12208378314971924,-0.1628323197364807
0.20786534699993808,-0.02642802894115448,0.03825348615646362,-0.10202677547931671,-0.15606990456581116
0.21016266300000552,-0.026428163051605225,0.0379679799079895,-0.1154983788728714,-0.15455056726932526
0.21347774200000913,-0.026428207755088806,0.037591636180877686,-0.0969797670841217,-0.16684797406196594
0.21573419399999239,-0.026419982314109802,0.03730332851409912,-0.09605403989553452,-0.11883357912302017
0.2180416009999817,-0.026408612728118896,0.03703397512435913,-0.11659646779298782,-0.14258326590061188
0.22022460200003025,-0.026326969265937805,0.03679192066192627,-0.10552653670310974,-0.14158979058265686
0.2221983959999534,-0.026216953992843628,0.036568522453308105,-0.10486529022455215,-0.12090316414833069
0.22437187999992148,-0.02609802782535553,0.036335766315460205,-0.14003854990005493,-0.12922045588493347
0.22654079099993396,-0.025976642966270447,0.036062777042388916,-0.12349145114421844,-0.1263878345489502
0.22868089199994301,-0.025910362601280212,0.035836756229400635,-0.13564066588878632,-0.11762240529060364
0.23086270800001785,-0.025802671909332275,0.03564327955245972,-0.11247087270021439,-0.10664726048707962
0.23279260200001772,-0.025679543614387512,0.035445451736450195,-0.14881137013435364,-0.11289450526237488
0.23528551599997627,-0.02555277943611145,0.035185277462005615,-0.11168931424617767,-0.11997787654399872
0.23762112199995045,-0.025390103459358215,0.034974753856658936,-0.10824134200811386,-0.10629397630691528
0.2398774449999337,-0.025234505534172058,0.034766554832458496,-0.14234912395477295,-0.09241072088479996
0.2422138099999529,-0.025069832801818848,0.03457099199295044,-0.14571352303028107,-0.10176921635866165
0.24463930899992192,-0.024864062666893005,0.03437739610671997,-0.12007273733615875,-0.09728322178125381
0.24703461000001425,-0.024643108248710632,0.034190356731414795,-0.16418761014938354,-0.09074573218822479
0.24955520499997874,-0.024412617087364197,0.034016430377960205,-0.13578718900680542,-0.08651188015937805
0.2518916999999874,-0.02421051263809204,0.033762335777282715,-0.14737826585769653,-0.09145278483629227
0.2553160019999723,-0.023950040340423584,0.03356897830963135,-0.16108429431915283,-0.09140550345182419
0.2574932999999646,-0.023792549967765808,0.03342205286026001,-0.16669075191020966,-0.08652693033218384
0.2598791020000135,-0.023600608110427856,0.03325372934341431,-0.1482425332069397,-0.08201781660318375
0.2622147820000009,-0.02345740795135498,0.03311055898666382,-0.1687966287136078,-0.0785612165927887
0.2643327569999201,-0.023318618535995483,0.032992660999298096,-0.17172753810882568,-0.09204655140638351
0.26658317299995815,-0.023178711533546448,0.032861292362213135,-0.16765661537647247,-0.09154841303825378
0.2690404639999997,-0.023064762353897095,0.03275388479232788,-0.16051892936229706,-0.08718175441026688
0.2711003360000177,-0.02296718955039978,0.03264820575714111,-0.15599709749221802,-0.0853603333234787
0.2733821919999855,-0.022873863577842712,0.03255206346511841,-0.14572174847126007,-0.08602319657802582
0.2757458309999947,-0.02278071641921997,0.032469987869262695,-0.15165141224861145,-0.08998919278383255
0.2783723159999454,-0.022695153951644897,0.032379150390625,-0.16220471262931824,-0.09696706384420395
0.2810550519999424,-0.022588714957237244,0.03232836723327637,-0.14832237362861633,-0.08764323592185974
0.2834438529999943,-0.022541388869285583,0.03227311372756958,-0.16858476400375366,-0.10564862191677094
0.28565146200003255,-0.02251523733139038,0.03222018480300903,-0.1459232121706009,-0.08963374048471451
0.2879561649999687,-0.022459521889686584,0.032218217849731445,-0.14316411316394806,-0.08335129171609879
0.2900340349999624,-0.022457227110862732,0.03220552206039429,-0.15821251273155212,-0.09001844376325607
0.2936288280000099,-0.022397547960281372,0.03218573331832886,-0.1509876847267151,-0.1007314920425415
0.2962219300000015,-0.02239808440208435,0.0321727991104126,-0.15501126646995544,-0.07702130079269409
0.2984295750000001,-0.02239951491355896,0.03216832876205444,-0.15613892674446106,-0.1011798232793808
0.30074087100001634,-0.022399842739105225,0.032186925411224365,-0.14282840490341187,-0.10250229388475418
0.3028530870000168,-0.022398829460144043,0.032202720642089844,-0.16186721622943878,-0.08158066123723984
0.3049549529999922,-0.0224001407623291,0.03221064805984497,-0.15653198957443237,-0.10242864489555359
0.3069868669999778,-0.022378310561180115,0.032241106033325195,-0.13460104167461395,-0.0907043069601059
0.3107655750000049,-0.022383451461791992,0.03229188919067383,-0.15056182444095612,-0.09984636306762695
0.3131511359999877,-0.02237565815448761,0.03234380483627319,-0.13847650587558746,-0.09907925128936768
0.3154903899999226,-0.022400379180908203,0.0323602557182312,-0.13098038733005524,-0.09632565826177597
0.3177491750000172,-0.022399529814720154,0.0323948860168457,-0.14529745280742645,-0.1048051118850708
0.3199733369999649,-0.022400304675102234,0.03241991996765137,-0.1427488476037979,-0.10122177749872208
0.3221408030000248,-0.022384732961654663,0.0324479341506958,-0.15455910563468933,-0.1093854233622551
0.32448774099998445,-0.022400155663490295,0.0325242280960083,-0.13653194904327393,-0.1067957803606987
0.32663008199995147,-0.02240005135536194,0.03255033493041992,-0.14108988642692566,-0.11787666380405426
0.32900881099999424,-0.02239994704723358,0.032630860805511475,-0.14338897168636322,-0.10678426921367645
0.331211178999979,-0.02239231765270233,0.03268313407897949,-0.13515934348106384,-0.1233428567647934
0.33428535199993803,-0.022400155663490295,0.03272199630737305,-0.14689715206623077,-0.1141773909330368
0.3364283600000135,-0.022399961948394775,0.032794833183288574,-0.15475411713123322,-0.12169058620929718
0.3386440780000157,-0.022399917244911194,0.03287196159362793,-0.16183173656463623,-0.10548321902751923
0.3409193979999827,-0.02238769829273224,0.03292524814605713,-0.139397531747818,-0.11992153525352478
0.34342088500000045,-0.022400200366973877,0.03301239013671875,-0.14746670424938202,-0.11557009071111679
0.34563958399996864,-0.02240005135536194,0.03307980298995972,-0.14347267150878906,-0.11334624141454697
0.34788205699999253,-0.022400125861167908,0.03310680389404297,-0.1428045630455017,-0.13874995708465576
0.3499637410000105,-0.022401437163352966,0.03315824270248413,-0.14749132096767426,-0.11021442711353302
0.35225926099997196,-0.022399678826332092,0.03320801258087158,-0.1560504138469696,-0.1111454963684082
0.3546182709999357,-0.022399842739105225,0.03325444459915161,-0.15980152785778046,-0.12230384349822998
0.3569647089999535,-0.022399887442588806,0.03329920768737793,-0.14499762654304504,-0.12046582251787186
0.35944584699996085,-0.022399887442588806,0.03332728147506714,-0.1493082344532013,-0.1250818520784378
0.3618033389999482,-0.022399887442588806,0.033366620540618896,-0.15428291261196136,-0.13253317773342133
0.364088934999927,-0.022399917244911194,0.033390820026397705,-0.1612076312303543,-0.10998953133821487
0.36621990699995877,-0.02239994704723358,0.0334133505821228,-0.15293793380260468,-0.12690170109272003
0.36846163999996406,-0.022400066256523132,0.033425211906433105,-0.1602843850851059,-0.11655740439891815
0.37054774900002485,-0.022399961948394775,0.03344118595123291,-0.1366872489452362,-0.10968238860368729
0.3741653160000169,-0.022399917244911194,0.03345757722854614,-0.14422082901000977,-0.12287195771932602
0.3762477409999292,-0.022399917244911194,0.03345918655395508,-0.1458062380552292,-0.11283726245164871
0.3781710429999521,-0.022399887442588806,0.033448874950408936,-0.154697984457016,-0.11308806389570236
0.3802797600000076,-0.022399887442588806,0.03344845771789551,-0.15632641315460205,-0.12974652647972107
0.3825985910000327,-0.022399887442588806,0.03344649076461792,-0.13835054636001587,-0.12156345695257187
0.3848668189999671,-0.022399887442588806,0.033459603786468506,-0.14348094165325165,-0.1000680923461914
0.38710649600000124,-0.022399917244911194,0.033446669578552246,-0.1745968461036682,-0.12419523298740387
0.3892518919999475,-0.022399917244911194,0.03343170881271362,-0.1699729561805725,-0.11907608062028885
0.3914141750000226,-0.022399917244911194,0.03342622518539429,-0.15807783603668213,-0.11645155400037766
