Global Time,Time,Motor 0 Position,Motor 1 Position,Motor 0 Torque,Motor 1 Torque
2024-11-26 18:33:04.918661,5.130000090503017e-06,0.12223616242408752,0.11096197366714478,-1.2129690647125244,-1.0515941381454468
2024-11-26 18:33:04.921041,0.005041200000050594,0.12222400307655334,0.11096197366714478,-0.4091586768627167,-0.12411842495203018
2024-11-26 18:33:04.923207,0.007309110000051078,0.12223023176193237,0.11114233732223511,-0.052164386957883835,-0.03601142391562462
2024-11-26 18:33:04.925886,0.009520893999933833,0.12223973870277405,0.11147099733352661,-0.030093254521489143,-0.01830453984439373
2024-11-26 18:33:04.928717,0.012270777999901838,0.12223726511001587,0.11149311065673828,-0.012458200566470623,-0.02716197445988655
2024-11-26 18:33:04.931440,0.015198429000065516,0.12223988771438599,0.11175930500030518,-0.023769257590174675,-0.02174970507621765
2024-11-26 18:33:04.933996,0.017802987000095527,0.1222543716430664,0.11238956451416016,-0.019548868760466576,-0.017452439293265343
2024-11-26 18:33:04.936932,0.020332289999942077,0.12225371599197388,0.11291879415512085,-0.026452526450157166,-0.013784379698336124
2024-11-26 18:33:04.939343,0.02325744199993096,0.12234735488891602,0.11354631185531616,-0.019132092595100403,-0.015399245545268059
2024-11-26 18:33:04.942161,0.02574645100003181,0.12238690257072449,0.11455607414245605,-0.0038785068318247795,-0.01753898523747921
2024-11-26 18:33:04.945297,0.02853794299994661,0.12239858508110046,0.11537212133407593,-0.0058199502527713776,0.0003393893130123615
2024-11-26 18:33:04.947735,0.032057227999985116,0.12239065766334534,0.11664760112762451,-0.0054558077827095985,-0.01075311005115509
2024-11-26 18:33:04.949606,0.03396664000001692,0.12239417433738708,0.11749464273452759,-0.011626243591308594,-0.010052071884274483
2024-11-26 18:33:04.951481,0.03591914200001156,0.12259909510612488,0.11832493543624878,-0.004786642733961344,-0.0164064671844244
2024-11-26 18:33:04.953316,0.03761434300008659,0.12282633781433105,0.11907929182052612,-0.020788416266441345,-0.016643326729536057
2024-11-26 18:33:04.955544,0.039596158999984254,0.12311682105064392,0.12004786729812622,-0.023986926302313805,-0.009762709960341454
2024-11-26 18:33:04.958226,0.04189315999997234,0.12352365255355835,0.12142854928970337,-0.015842532739043236,-0.015540900640189648
2024-11-26 18:33:04.961913,0.04458439800009728,0.12442457675933838,0.12289196252822876,-0.0153510682284832,-0.014399147592484951
2024-11-26 18:33:04.964966,0.04839481499993781,0.12612485885620117,0.1252061128616333,-0.022166892886161804,-0.0052347066812217236
2024-11-26 18:33:04.967241,0.0512660809999943,0.1276308000087738,0.12716174125671387,-0.023195626214146614,-0.01754683628678322
2024-11-26 18:33:04.969240,0.05348773400010032,0.12872916460037231,0.12849164009094238,-0.02241339161992073,-0.001862822100520134
2024-11-26 18:33:04.971235,0.05555837800011432,0.12977740168571472,0.12988680601119995,-0.010797209106385708,-0.016081303358078003
2024-11-26 18:33:04.972983,0.057371740000007776,0.13084247708320618,0.1311575174331665,-0.020982645452022552,-0.0019313246011734009
2024-11-26 18:33:04.974732,0.05911623499991947,0.1318780481815338,0.1324499249458313,-0.01958450861275196,-0.020881155505776405
2024-11-26 18:33:04.976752,0.06087189599998055,0.1329193413257599,0.13375771045684814,-0.020210791379213333,-0.00858143251389265
2024-11-26 18:33:04.978607,0.06294772499995815,0.13421836495399475,0.13538938760757446,-0.006289992481470108,-0.013507701456546783
2024-11-26 18:33:04.980518,0.06482250900012332,0.1354689598083496,0.1368497610092163,-0.010672258213162422,-0.016158469021320343
2024-11-26 18:33:04.982343,0.06667690500012213,0.13680869340896606,0.13825786113739014,-0.016224391758441925,-0.03746139258146286
2024-11-26 18:33:04.984255,0.06857135499990363,0.13831540942192078,0.13989245891571045,-0.016056988388299942,-0.021746458485722542
2024-11-26 18:33:04.985990,0.07040606700002172,0.13962820172309875,0.14135324954986572,-0.03209785744547844,-0.028309358283877373
2024-11-26 18:33:04.987735,0.07212734099994123,0.14091253280639648,0.14285820722579956,-0.03204851597547531,-0.03306891396641731
2024-11-26 18:33:04.989484,0.07386035600006835,0.14244821667671204,0.14437758922576904,-0.031046699732542038,-0.04246538132429123
2024-11-26 18:33:04.991231,0.07561216499993861,0.14404594898223877,0.1459307074546814,-0.03428893908858299,-0.042347125709056854
2024-11-26 18:33:04.992981,0.07735775300011483,0.14551520347595215,0.1475391983985901,-0.01970631070435047,-0.04585760086774826
2024-11-26 18:33:04.994732,0.07910515499997928,0.14717605710029602,0.14917409420013428,-0.03167107328772545,-0.04706143960356712
2024-11-26 18:33:04.996613,0.08085357599998133,0.14868319034576416,0.15080565214157104,-0.023877868428826332,-0.059377189725637436
2024-11-26 18:33:04.998362,0.08279424500005916,0.15034839510917664,0.15262937545776367,-0.026108920574188232,-0.04308939352631569
2024-11-26 18:33:05.000668,0.08449661300005573,0.1521100401878357,0.15448951721191406,-0.03255815804004669,-0.034744665026664734
2024-11-26 18:33:05.002668,0.08693640299998151,0.1544209122657776,0.1568913459777832,-0.04266733676195145,-0.05242931470274925
2024-11-26 18:33:05.004615,0.08890808899991498,0.15646293759346008,0.15896594524383545,-0.06034712493419647,-0.049229927361011505
2024-11-26 18:33:05.006489,0.09076850399992509,0.15864762663841248,0.16078603267669678,-0.04853704571723938,-0.056870236992836
2024-11-26 18:33:05.008286,0.0926711570000407,0.16052457690238953,0.16278910636901855,-0.061576735228300095,-0.04670729115605354
2024-11-26 18:33:05.010382,0.09467250800003058,0.16277095675468445,0.16506201028823853,-0.04957744851708412,-0.05492280051112175
2024-11-26 18:33:05.012128,0.09653223800000887,0.165069580078125,0.1669502854347229,-0.04588298499584198,-0.03316488116979599
2024-11-26 18:33:05.013858,0.09827308500007348,0.16673755645751953,0.16889417171478271,-0.04134568199515343,-0.05431938171386719
2024-11-26 18:33:05.015611,0.09998987900007705,0.16903331875801086,0.17085254192352295,-0.06981591135263443,-0.06299327313899994
2024-11-26 18:33:05.017354,0.10173955899995235,0.17102399468421936,0.1728169322013855,-0.07404531538486481,-0.03794369101524353
2024-11-26 18:33:05.019108,0.10349010899994937,0.17310872673988342,0.17480432987213135,-0.08659353107213974,-0.04890521615743637
2024-11-26 18:33:05.020861,0.10523460500007786,0.17508557438850403,0.17681998014450073,-0.06792435795068741,-0.060083821415901184
2024-11-26 18:33:05.022609,0.10699226599990652,0.1772291362285614,0.17888319492340088,-0.06137317046523094,-0.07040497660636902
2024-11-26 18:33:05.024643,0.10873792799998228,0.17961964011192322,0.18116706609725952,-0.05599024519324303,-0.051522672176361084
2024-11-26 18:33:05.026517,0.11084679200007486,0.18206149339675903,0.18359190225601196,-0.0771465077996254,-0.06340932101011276
2024-11-26 18:33:05.028489,0.1126990029999888,0.18437626957893372,0.18591290712356567,-0.07037434726953506,-0.07401051372289658
2024-11-26 18:33:05.030232,0.11464250600010928,0.18682533502578735,0.18830841779708862,-0.06973815709352493,-0.08695198595523834
2024-11-26 18:33:05.031984,0.1163622439999017,0.18911680579185486,0.1905931830406189,-0.06541448086500168,-0.08274741470813751
2024-11-26 18:33:05.033732,0.11813573700010238,0.19134756922721863,0.19293391704559326,-0.0666203647851944,-0.06318840384483337
2024-11-26 18:33:05.035482,0.11986053000009633,0.19381308555603027,0.19533288478851318,-0.08534697443246841,-0.09539680182933807
