Global Time,Elapsed Time,Motor 0 Position,Motor 1 Position,Motor 0 Torque,Motor 1 Torque
2025-02-27 00:03:44.097966,1.9260000954091083e-06,0.38849881291389465,0.3824472725391388,-0.0045075020752847195,-0.004027636256068945
2025-02-27 00:03:44.099979,0.001906793999751244,0.3885292708873749,0.38245731592178345,-0.0008907471783459187,0.004085681401193142
2025-02-27 00:03:44.101952,0.003981122999903164,0.38853731751441956,0.3824458420276642,-0.05786151811480522,0.016171330586075783
2025-02-27 00:03:44.103821,0.00585362099991471,0.3885219693183899,0.3824809491634369,-0.16628651320934296,0.00818756502121687
2025-02-27 00:03:44.105568,0.007681620999846928,0.3884577751159668,0.38250985741615295,-0.20981717109680176,0.01226169802248478
2025-02-27 00:03:44.107450,0.009431160000076488,0.38825422525405884,0.3825100362300873,-0.23866580426692963,0.016322946175932884
2025-02-27 00:03:44.109701,0.011371509000127844,0.3879883587360382,0.3825080394744873,-0.16048520803451538,0.009177344851195812
2025-02-27 00:03:44.111571,0.013619870999718842,0.3876088559627533,0.3824511468410492,-0.17309296131134033,0.01703714393079281
2025-02-27 00:03:44.113427,0.015433500999733951,0.3872951567173004,0.382389098405838,-0.14331217110157013,0.02981993742287159
2025-02-27 00:03:44.115196,0.01729799999975512,0.387014240026474,0.3823789954185486,-0.12456563860177994,0.02971547469496727
2025-02-27 00:03:44.116962,0.019053778999932547,0.38679951429367065,0.3824191689491272,-0.15269619226455688,0.020024778321385384
2025-02-27 00:03:44.118694,0.020822373000100924,0.38658407330513,0.3825044631958008,-0.09489471465349197,-0.025501569733023643
2025-02-27 00:03:44.120464,0.022546966999925644,0.38638028502464294,0.3825922906398773,-0.05742738023400307,-0.0686597153544426
2025-02-27 00:03:44.122197,0.024325522999788518,0.38623613119125366,0.38264256715774536,-0.05998444929718971,-0.10133916884660721
2025-02-27 00:03:44.124075,0.02604410000003554,0.3861367702484131,0.3826422393321991,-0.10126419365406036,-0.15240070223808289
2025-02-27 00:03:44.125819,0.0279218209998362,0.38604190945625305,0.38261762261390686,-0.13764289021492004,-0.132136732339859
2025-02-27 00:03:44.127810,0.029674247999992076,0.3859342336654663,0.38255342841148376,-0.13847830891609192,-0.15531957149505615
2025-02-27 00:03:44.129955,0.03173120600013135,0.38577401638031006,0.38245466351509094,-0.15437859296798706,-0.13408513367176056
2025-02-27 00:03:44.131828,0.03387518099998488,0.38553255796432495,0.3823792636394501,-0.12110049277544022,-0.12682704627513885
2025-02-27 00:03:44.133698,0.03569227399975716,0.3853430151939392,0.3822736144065857,-0.12015660852193832,-0.12895835936069489
2025-02-27 00:03:44.135439,0.03756758700001228,0.38519683480262756,0.38217008113861084,-0.11535140126943588,-0.12273472547531128
2025-02-27 00:03:44.137199,0.039293571000143857,0.3850814402103424,0.382051020860672,-0.13346199691295624,-0.13476546108722687
2025-02-27 00:03:44.138951,0.04105820199993104,0.3849982023239136,0.38193178176879883,-0.15447019040584564,-0.12862013280391693
2025-02-27 00:03:44.140959,0.04299273600008746,0.38493630290031433,0.38185960054397583,-0.16552118957042694,-0.11751677840948105
2025-02-27 00:03:44.142846,0.04485451299979104,0.3848302364349365,0.38180965185165405,-0.18951772153377533,-0.15228049457073212
2025-02-27 00:03:44.144575,0.046697938999841426,0.38472631573677063,0.38176628947257996,-0.19900043308734894,-0.18684126436710358
2025-02-27 00:03:44.146322,0.04842894100011108,0.3846162259578705,0.38170579075813293,-0.1874404102563858,-0.18539102375507355
2025-02-27 00:03:44.148462,0.050175978999959625,0.3845210373401642,0.38160642981529236,-0.1777779906988144,-0.19168156385421753
2025-02-27 00:03:44.150525,0.052399877999960154,0.3843877911567688,0.38150495290756226,-0.18115215003490448,-0.16300494968891144
2025-02-27 00:03:44.152561,0.0544676139998046,0.3842260539531708,0.3814028203487396,-0.18838641047477722,-0.1871892809867859
2025-02-27 00:03:44.154456,0.056430332999752864,0.3840550482273102,0.3813200891017914,-0.19235649704933167,-0.18243271112442017
2025-02-27 00:03:44.156323,0.05834907200005546,0.3838985562324524,0.381246954202652,-0.17361371219158173,-0.19879940152168274
2025-02-27 00:03:44.158197,0.06021497899973838,0.38372015953063965,0.38115739822387695,-0.19600245356559753,-0.2024584412574768
2025-02-27 00:03:44.160205,0.0620523120001053,0.38358181715011597,0.38103756308555603,-0.16422049701213837,-0.19905737042427063
2025-02-27 00:03:44.162100,0.06413899099970877,0.3833746910095215,0.380940318107605,-0.19686362147331238,-0.1873192936182022
2025-02-27 00:03:44.163820,0.06595925100009481,0.3832469582557678,0.3808668255805969,-0.17435085773468018,-0.19865696132183075
2025-02-27 00:03:44.165568,0.06767545599996083,0.3830936551094055,0.3808096945285797,-0.20691591501235962,-0.22258272767066956
2025-02-27 00:03:44.167329,0.06941767999978765,0.38293275237083435,0.3807310461997986,-0.2106313556432724,-0.23108790814876556
2025-02-27 00:03:44.169817,0.07157169199990676,0.3827441334724426,0.3805977404117584,-0.1923912614583969,-0.22123941779136658
2025-02-27 00:03:44.171730,0.0737627399998928,0.38254687190055847,0.380484402179718,-0.18486158549785614,-0.20183642208576202
2025-02-27 00:03:44.173592,0.07570184899986998,0.3823712468147278,0.380401074886322,-0.2136698067188263,-0.210791677236557
2025-02-27 00:03:44.175449,0.07746373899999526,0.3822258412837982,0.38030293583869934,-0.19891168177127838,-0.23446565866470337
2025-02-27 00:03:44.177199,0.0793096269999296,0.38204750418663025,0.3802168071269989,-0.19823572039604187,-0.21442240476608276
2025-02-27 00:03:44.178947,0.08108118400014064,0.38186630606651306,0.3801298141479492,-0.19563163816928864,-0.22247543931007385
2025-02-27 00:03:44.180809,0.08280622299980678,0.38172465562820435,0.38005146384239197,-0.1917993277311325,-0.2180570513010025
2025-02-27 00:03:44.182695,0.08466668499977459,0.3815378248691559,0.37991979718208313,-0.2203991562128067,-0.23183564841747284
2025-02-27 00:03:44.184465,0.0865442389999771,0.38138875365257263,0.37982138991355896,-0.18468643724918365,-0.20683656632900238
2025-02-27 00:03:44.186193,0.08832609199998842,0.38121339678764343,0.37969183921813965,-0.20008759200572968,-0.21317064762115479
2025-02-27 00:03:44.188242,0.09005625999998301,0.381021648645401,0.3795057237148285,-0.2124759703874588,-0.2112872451543808
2025-02-27 00:03:44.190328,0.09223021599973436,0.38078054785728455,0.37918221950531006,-0.18080231547355652,-0.1712222695350647
2025-02-27 00:03:44.192196,0.09423528599972997,0.38054636120796204,0.3789452314376831,-0.16932597756385803,-0.12188952416181564
2025-02-27 00:03:44.193952,0.09608324900000298,0.3802967071533203,0.37867021560668945,-0.18070977926254272,-0.1445620208978653
2025-02-27 00:03:44.195695,0.09780506600009176,0.380069762468338,0.37843433022499084,-0.149419367313385,-0.12763582170009613
2025-02-27 00:03:44.197568,0.09954684500007716,0.37987279891967773,0.37819382548332214,-0.1409052163362503,-0.1194181889295578
2025-02-27 00:03:44.199354,0.1014213439998457,0.3796963691711426,0.3779579699039459,-0.12129146605730057,-0.09466008841991425
2025-02-27 00:03:44.201683,0.10324952900009521,0.3795654773712158,0.3777599334716797,-0.14828085899353027,-0.12433602660894394
2025-02-27 00:03:44.203575,0.10560623999981544,0.3793894648551941,0.377552330493927,-0.1502719223499298,-0.12208367884159088
2025-02-27 00:03:44.205329,0.10743514800014964,0.3792942762374878,0.3774297833442688,-0.14422596991062164,-0.11102195084095001
2025-02-27 00:03:44.207201,0.10918627899991407,0.379197359085083,0.37728914618492126,-0.17842677235603333,-0.14604246616363525
2025-02-27 00:03:44.209346,0.11104770400015695,0.3790997266769409,0.37715113162994385,-0.19029554724693298,-0.1446063369512558
2025-02-27 00:03:44.211307,0.11327532499990411,0.37895920872688293,0.3769511580467224,-0.19509528577327728,-0.14386214315891266
2025-02-27 00:03:44.213082,0.11517161999972814,0.3788665533065796,0.3767666518688202,-0.18325982987880707,-0.14472274482250214
2025-02-27 00:03:44.214828,0.11695223200013061,0.37873712182044983,0.3765734136104584,-0.17839331924915314,-0.11505545675754547
2025-02-27 00:03:44.216576,0.11869238100007351,0.37860774993896484,0.37639355659484863,-0.1685507893562317,-0.12272431701421738
2025-02-27 00:03:44.218321,0.12043662399992172,0.3784608542919159,0.3761574327945709,-0.15010717511177063,-0.11088061332702637
2025-02-27 00:03:44.220327,0.12217360700014979,0.37832048535346985,0.37594306468963623,-0.15234819054603577,-0.0940123051404953
2025-02-27 00:03:44.222195,0.12425817599978473,0.3781549632549286,0.3756791055202484,-0.143064484000206,-0.1052875816822052
2025-02-27 00:03:44.223947,0.12605667599973458,0.37800806760787964,0.37547019124031067,-0.14733675122261047,-0.08630276471376419
2025-02-27 00:03:44.225842,0.12784512100006395,0.3778712749481201,0.3752385675907135,-0.13564732670783997,-0.09346549957990646
2025-02-27 00:03:44.227569,0.12970076900001004,0.3777361810207367,0.37501975893974304,-0.12527324259281158,-0.08168201148509979
2025-02-27 00:03:44.229810,0.1314206409997496,0.37756386399269104,0.37481293082237244,-0.14800068736076355,-0.07680783420801163
2025-02-27 00:03:44.231820,0.13375331599991114,0.3773725628852844,0.3744778633117676,-0.12270251661539078,-0.08485838770866394
2025-02-27 00:03:44.233699,0.13571099799992226,0.3771880865097046,0.37425702810287476,-0.10521820187568665,-0.0686260536313057
2025-02-27 00:03:44.235469,0.13757586800011268,0.37705689668655396,0.37402307987213135,-0.105043426156044,-0.07349053770303726
2025-02-27 00:03:44.237197,0.13932312799988722,0.37688735127449036,0.37385275959968567,-0.12048786133527756,-0.07201972603797913
2025-02-27 00:03:44.238946,0.14105238999991343,0.37675318121910095,0.3736664950847626,-0.12641915678977966,-0.06833183765411377
