Global Time,Elapsed Time,Motor 0 Position,Motor 1 Position,Motor 0 Torque,Motor 1 Torque
2025-02-16 13:28:43.542827,4.666999302571639e-06,0.3932678699493408,0.3939340114593506,-0.0023022103123366833,0.009220118634402752
2025-02-16 13:28:43.546795,0.00473717799923179,0.3932705223560333,0.3939577639102936,0.0022348109632730484,-0.02528746984899044
2025-02-16 13:28:43.550590,0.008483551999233896,0.39325547218322754,0.3939524292945862,-0.33644336462020874,-0.42495837807655334
2025-02-16 13:28:43.554209,0.012112635999983468,0.39312365651130676,0.3937425911426544,-0.5257276892662048,-0.5563986301422119
2025-02-16 13:28:43.557303,0.01578851299927919,0.39244771003723145,0.39293450117111206,-0.5530363321304321,-0.5603592395782471
2025-02-16 13:28:43.560643,0.018801940999765065,0.3912646472454071,0.3914220333099365,-0.4545344114303589,-0.46818476915359497
2025-02-16 13:28:43.563277,0.02194712199980131,0.38951605558395386,0.38956892490386963,-0.3006463050842285,-0.23164762556552887
2025-02-16 13:28:43.565620,0.024548884999603615,0.3878629505634308,0.3880001902580261,-0.18403393030166626,-0.1719265878200531
2025-02-16 13:28:43.568247,0.026948472999720252,0.38650330901145935,0.38661038875579834,-0.08931675553321838,-0.1694347858428955
2025-02-16 13:28:43.570594,0.029499459999897226,0.38535502552986145,0.3856048882007599,-0.1572881042957306,-0.17250563204288483
2025-02-16 13:28:43.573118,0.031844217000070785,0.3846207559108734,0.3847047686576843,-0.28209105134010315,-0.3722776174545288
2025-02-16 13:28:43.575477,0.03436622499975783,0.3840329647064209,0.384050190448761,-0.3838993012905121,-0.35391828417778015
2025-02-16 13:28:43.577961,0.03671679599938216,0.3834518492221832,0.38344258069992065,-0.4429120123386383,-0.47707322239875793
2025-02-16 13:28:43.580360,0.039161677999800304,0.3827354907989502,0.3827458918094635,-0.47295916080474854,-0.5151130557060242
2025-02-16 13:28:43.583055,0.04156287599926145,0.38194021582603455,0.38174042105674744,-0.4748449921607971,-0.45461684465408325
2025-02-16 13:28:43.585482,0.044305687999440124,0.3808748126029968,0.3806610107421875,-0.43534180521965027,-0.36125171184539795
2025-02-16 13:28:43.587991,0.04669614599970373,0.37984591722488403,0.37966084480285645,-0.40209272503852844,-0.39251789450645447
2025-02-16 13:28:43.590500,0.04925628099954338,0.37875983119010925,0.37867361307144165,-0.37591424584388733,-0.39991089701652527
2025-02-16 13:28:43.593146,0.051970335000078194,0.3777127265930176,0.37756597995758057,-0.3765890300273895,-0.4413098692893982
2025-02-16 13:28:43.595588,0.05443203100003302,0.37678447365760803,0.3765624761581421,-0.4265901446342468,-0.41196224093437195
2025-02-16 13:28:43.597977,0.05697312999927817,0.37580132484436035,0.3756367266178131,-0.45360562205314636,-0.4566630423069
2025-02-16 13:28:43.600358,0.05916163499932736,0.37488558888435364,0.3747374415397644,-0.4596753716468811,-0.5039272904396057
2025-02-16 13:28:43.602762,0.06172562199935783,0.37384089827537537,0.3736448287963867,-0.4370424151420593,-0.4329216778278351
2025-02-16 13:28:43.605087,0.06402586199965299,0.37280508875846863,0.37261566519737244,-0.43465110659599304,-0.4143175184726715
2025-02-16 13:28:43.607416,0.0662805309993928,0.37176379561424255,0.3717184364795685,-0.42321234941482544,-0.4097023010253906
2025-02-16 13:28:43.609846,0.06877081799939333,0.3706561326980591,0.3707078695297241,-0.4094065725803375,-0.4565534293651581
2025-02-16 13:28:43.612273,0.07105172599949583,0.36978504061698914,0.36972683668136597,-0.41652733087539673,-0.4765668213367462
2025-02-16 13:28:43.614763,0.07358223299979727,0.368825763463974,0.3687497079372406,-0.475239634513855,-0.4597204029560089
2025-02-16 13:28:43.617211,0.07602589199996146,0.36781299114227295,0.36785250902175903,-0.4944942891597748,-0.5151914358139038
