Global Time,Time,Motor 0 Position,Motor 1 Position,Motor 0 Torque,Motor 1 Torque,Force
17:40:23,0.0488111972808837,0.0705055051970375,0.0602756794882024,-0.9143609404563904,-0.2485738396644592,0.023738698087624296
17:40:23,0.0521199703216552,0.0705070372464138,0.0602756700018285,-0.9143609404563904,-0.2485738396644592,0.02373519252359475
17:40:23,0.0560748577117919,0.0705083131636962,0.0602737252951899,-0.9143609404563904,-0.2485738396644592,0.023727872033060166
17:40:23,0.0594317913055419,0.0705087827392017,0.0602756984609501,-0.9143609404563904,-0.2485738396644592,0.023731289120320083
17:40:23,0.0631158351898193,0.0705070609623484,0.0602756984609501,-0.9143609404563904,-0.2485738396644592,0.02373520330830952
17:40:23,0.0665609836578369,0.0705070704487222,0.0602757174336978,-0.9143609404563904,-0.2485738396644592,0.023735224877769148
17:40:23,0.0696926116943359,0.07050801434292,0.0602756700018285,-0.9143609404563904,-0.2485738396644592,0.02373297108768303
17:40:23,0.0729398727416992,0.0705050213919712,0.0602749205782946,-0.9143609404563904,-0.2485738396644592,0.023738072401057932
17:40:23,0.0763387680053711,0.0705075115651061,0.0602755751380901,-0.9143609404563904,-0.2485738396644592,0.02373389843115603
17:40:23,0.0794525146484375,0.0705072506898253,0.0602756984609501,-0.9143609404563904,-0.2485738396644592,0.023734771927602427
17:40:23,0.0825567245483398,0.0705060222044121,0.0602756225699593,-0.9143609404563904,-0.2485738396644592,0.02373739281450018
17:40:23,0.0859334468841552,0.0705077439812654,0.0602753664378654,-0.9143609404563904,-0.2485738396644592,0.023732895609523873
17:40:23,0.0890655517578125,0.0705071653124607,0.0602737537543114,-0.9143609404563904,-0.2485738396644592,0.023730545251573133
17:40:23,0.0928139686584472,0.070506653048273,0.0602757269200716,-0.9143609404563904,-0.2485738396644592,0.02373619554525753
17:40:23,0.0960581302642822,0.0705081945840231,0.0602756700018285,-0.9143609404563904,-0.2485738396644592,0.02373256135505134
17:40:23,0.0994336605072021,0.0705044284936058,0.0602756700018285,-0.9143609404563904,-0.2485738396644592,0.02374112564168586
17:40:23,0.1029367446899414,0.0705080854907239,0.0602756510290809,-0.9143609404563904,-0.2485738396644592,0.023732766219545027
17:40:23,0.106187105178833,0.0705076254015923,0.0602756510290809,-0.9143609404563904,-0.2485738396644592,0.023733812163496713
17:40:23,0.1094350814819336,0.0705056332630844,0.0602756510290809,-0.9143609404563904,-0.2485738396644592,0.023738342089376047
17:40:23,0.11257004737854,0.0705069091803668,0.0602756700018285,-0.9143609404563904,-0.2485738396644592,0.02373548371443394
