Global Time,Time,Motor 0 Position,Motor 1 Position,Motor 0 Torque,Motor 1 Torque,Force
17:18:50,0.0567524433135986,0.0702523707972977,0.0601963449437179,-0.9189826846122742,-0.9149842858314514,0.005279555727889299
17:18:50,0.060861587524414,0.0702535044189724,0.0601972651219811,-0.9189826846122742,-0.9149842858314514,0.005279555645024173
17:18:50,0.0648632049560546,0.0702525273224662,0.0601949504467624,-0.9189826846122742,-0.9149842858314514,0.005279555125856166
17:18:50,0.0688793659210205,0.0702538364420571,0.0601941820504808,-0.9189826846122742,-0.9149842858314514,0.005279554319899385
17:18:50,0.0730447769165039,0.0702528593455508,0.0601945520190608,-0.9189826846122742,-0.9149842858314514,0.005279554842426311
17:18:50,0.0769581794738769,0.0702540451422817,0.0601956808975486,-0.9189826846122742,-0.9149842858314514,0.005279554820343461
17:18:50,0.0823898315429687,0.0702518727626707,0.0601946184236777,-0.9189826846122742,-0.9149842858314514,0.005279555251026664
17:18:50,0.0882601737976074,0.0702518917354184,0.0601947512329116,-0.9189826846122742,-0.9149842858314514,0.005279555295207361
17:18:50,0.0926692485809326,0.070251915451353,0.0601945709918085,-0.9189826846122742,-0.9149842858314514,0.00527955521605134
17:18:50,0.0972692966461181,0.0702519107081661,0.0601953868199594,-0.9189826846122742,-0.9149842858314514,0.005279555534545548
17:18:50,0.1025238037109375,0.0702521763266338,0.060196591589438,-0.9189826846122742,-0.9149842858314514,0.0052795558991606106
17:18:50,0.1068286895751953,0.0702538601579917,0.0601957852476609,-0.9189826846122742,-0.9149842858314514,0.005279554932601839
17:18:50,0.1107289791107177,0.0702519960855307,0.0601955670610625,-0.9189826846122742,-0.9149842858314514,0.005279555571370713
17:18:50,0.1153218746185302,0.0702543487062448,0.0601950642832486,-0.9189826846122742,-0.9149842858314514,0.005279554463389394
17:18:50,0.1193702220916748,0.0702545621496564,0.0601937361909099,-0.9189826846122742,-0.9149842858314514,0.005279553865618777
17:18:50,0.1232566833496093,0.0702518775058576,0.0601955101428194,-0.9189826846122742,-0.9149842858314514,0.0052795555953076305
17:18:50,0.1271243095397949,0.0702526838476347,0.0601941630777331,-0.9189826846122742,-0.9149842858314514,0.005279554759617556
17:18:50,0.1314005851745605,0.0702518063580538,0.0601930626583668,-0.9189826846122742,-0.9149842858314514,0.005279554673134039
17:18:50,0.1358461380004882,0.0702519012217923,0.0601950453105009,-0.9189826846122742,-0.9149842858314514,0.005279555405665669
17:18:50,0.1399834156036377,0.0702531961118224,0.0601967908032888,-0.9189826846122742,-0.9149842858314514,0.005279555580577169
17:18:50,0.1440327167510986,0.07025210517883,0.0601939069456392,-0.9189826846122742,-0.9149842858314514,0.005279554884752821
17:18:50,0.1478252410888672,0.0702528878046724,0.0601943053733408,-0.9189826846122742,-0.9149842858314514,0.005279554735696009
17:18:50,0.151848554611206,0.0702519249377269,0.0601944476689485,-0.9189826846122742,-0.9149842858314514,0.005279555164510476
17:18:50,0.1557168960571289,0.0702525510384008,0.0601955386019409,-0.9189826846122742,-0.9149842858314514,0.00527955534491244
17:18:50,0.1594796180725097,0.0702519676264092,0.0601947322601639,-0.9189826846122742,-0.9149842858314514,0.005279555258390009
17:18:50,0.1634750366210937,0.070251915451353,0.0601941251322377,-0.9189826846122742,-0.9149842858314514,0.005279555043029367
17:18:50,0.1673402786254882,0.0702519391672877,0.060190254691708,-0.9189826846122742,-0.9149842858314514,0.005279553532825626
17:18:50,0.1713674068450927,0.0702534901894117,0.0601948555830239,-0.9189826846122742,-0.9149842858314514,0.005279554715455042
17:18:51,0.1752617359161377,0.0702534237847947,0.0601911748699712,-0.9189826846122742,-0.9149842858314514,0.0052795533140743275
17:18:51,0.1792342662811279,0.0702517826421192,0.0601971133399996,-0.9189826846122742,-0.9149842858314514,0.00527955625466655
17:18:51,0.1833817958831787,0.0702518443035492,0.0601953204153424,-0.9189826846122742,-0.9149842858314514,0.005279555534545547
17:18:51,0.1872224807739257,0.0702521478675123,0.0601940302684992,-0.9189826846122742,-0.9149842858314514,0.005279554916038518
17:18:51,0.1912353038787841,0.0702521763266338,0.0601956144929317,-0.9189826846122742,-0.9149842858314514,0.005279555519815774
17:18:51,0.1958870887756347,0.0702538933603002,0.0601921235073559,-0.9189826846122742,-0.9149842858314514,0.005279553499734831
