Time,Motor 0 Position,Motor 1 Position,Motor 0 Torque,Motor 1 Torque,Force
0.002797810000629397,0.3970337510108948,0.38306301832199097,-0.013096960261464119,-0.010934124700725079,idle
0.008820494000246981,0.397034227848053,0.3830547034740448,0.0062196459621191025,-0.0026922300457954407,extension
0.012679299001320032,0.3970239758491516,0.38306725025177,-0.9416308999061584,-1.1168959140777588,extension
0.01642710700070893,0.3970339298248291,0.3820355534553528,-1.7533513307571411,-1.5979602336883545,extension
0.020166674001302454,0.397011935710907,0.37785273790359497,-1.7785823345184326,-1.5812671184539795,extension
0.02434626900139847,0.3920997977256775,0.37179458141326904,-1.7891794443130493,-1.5966159105300903,extension
0.03057996700044896,0.38433361053466797,0.3628830909729004,-1.7657908201217651,-1.611157774925232,extension
0.0351206089999323,0.3722437620162964,0.35019949078559875,-1.8573938608169556,-1.630303978919983,extension
0.03952094000123907,0.3613108992576599,0.3387158513069153,-1.8336888551712036,-1.6025950908660889,extension
0.04369994199987559,0.3489074110984802,0.3269183039665222,-1.8157297372817993,-1.671434760093689,extension
0.04792725800143671,0.3374969959259033,0.31533727049827576,-1.7860894203186035,-1.6577850580215454,extension
0.052302718000646564,0.3259507119655609,0.30435556173324585,-1.8767749071121216,-1.6761269569396973,extension
0.05655642200144939,0.3149150013923645,0.29330122470855713,-1.8383392095565796,-1.6372941732406616,extension
0.06083188500087999,0.30415570735931396,0.2822563052177429,-1.8646835088729858,-1.646127462387085,extension
0.06542648899994674,0.2930738031864166,0.26984071731567383,-1.8992432355880737,-1.6556228399276733,extension
0.06972510000014154,0.28138911724090576,0.25953441858291626,-1.8256093263626099,-1.6513187885284424,extension
0.07379371600109152,0.27117422223091125,0.24972684681415558,-1.7850643396377563,-1.6308139562606812,extension
0.0788175699999556,0.2617085874080658,0.240249902009964,-1.8968400955200195,-1.6765574216842651,extension
0.08298633100093866,0.2504505217075348,0.22918041050434113,-1.8201476335525513,-1.6301839351654053,extension
0.08715163000124448,0.24152624607086182,0.2202274203300476,-1.8217942714691162,-1.6354156732559204,extension
0.09169508700142615,0.23165252804756165,0.2100679874420166,-1.7628029584884644,-1.6593655347824097,extension
0.09616760100107058,0.220963716506958,0.19975686073303223,-1.8403334617614746,-1.7007333040237427,extension
0.10142428300059692,0.21075117588043213,0.19024598598480225,-1.7203062772750854,-1.6656664609909058,extension
0.10658848599996418,0.19954803586006165,0.17905908823013306,-1.7927571535110474,-1.6484330892562866,extension
0.1114668440004607,0.1890319585800171,0.16915172338485718,-1.4938969612121582,-1.339727759361267,extension
0.1164280510001845,0.17971757054328918,0.15900123119354248,-1.3780689239501953,-1.3226242065429688,extension
0.12270180400082609,0.16651588678359985,0.1455262303352356,-1.606333613395691,-1.4482046365737915,extension
