Global Time,Time,Motor 0 Position,Motor 1 Poqsition,Motor 0 Torque,Motor 1 Torque,Force
2024-11-21 20:37:46.796197,0.0089963730006275,0.3925815224647522,0.393695205450058,0.0019138986244797707,0.008584048599004745,idle
2024-11-21 20:37:46.801542,0.013625084000523202,0.3925778269767761,0.39369189739227295,-0.012067154049873352,0.006448764353990555,extension
2024-11-21 20:37:46.807049,0.019090795000010985,0.39257776737213135,0.3936900496482849,-0.9414544701576233,-1.1336681842803955,extension
2024-11-21 20:37:46.812938,0.025092715999562643,0.392561674118042,0.39237678050994873,-1.7887836694717407,-1.565626621246338,extension
2024-11-21 20:37:46.819198,0.031406314999912865,0.3863685131072998,0.3828265070915222,-1.8394931554794312,-1.6500487327575684,extension
2024-11-21 20:37:46.824131,0.036901006000334746,0.3760870695114136,0.37215709686279297,-1.725451111793518,-1.6008143424987793,extension
2024-11-21 20:37:46.829272,0.04202309500033152,0.36705780029296875,0.36352431774139404,-1.7205801010131836,-1.5961530208587646,extension
2024-11-21 20:37:46.836093,0.048179216999415075,0.35445311665534973,0.3498649597167969,-1.7349512577056885,-1.5611646175384521,extension
2024-11-21 20:37:46.842811,0.0550455630000215,0.33506348729133606,0.3299981951713562,-1.8586369752883911,-1.6359261274337769,extension
2024-11-21 20:37:46.848815,0.061573897999551264,0.31862491369247437,0.3136153221130371,-1.811256766319275,-1.6542454957962036,extension
2024-11-21 20:37:46.855442,0.0677762220002478,0.305633544921875,0.3004440367221832,-1.797473430633545,-1.5840176343917847,extension
2024-11-21 20:37:46.863252,0.07565328599957866,0.2886812686920166,0.28214576840400696,-1.8089690208435059,-1.6576709747314453,extension
2024-11-21 20:37:46.871471,0.08352275800098141,0.2698077857494354,0.26381734013557434,-1.869809627532959,-1.6337987184524536,extension
2024-11-21 20:37:46.878706,0.0912747689999378,0.2524678111076355,0.24646154046058655,-1.8075652122497559,-1.5908485651016235,extension
2024-11-21 20:37:46.883229,0.09621576900099171,0.2377432882785797,0.23258134722709656,-1.8040958642959595,-1.6858327388763428,extension
2024-11-21 20:37:46.889223,0.10163190700041014,0.22840645909309387,0.22272813320159912,-1.1595841646194458,-1.17461359500885,extension
2024-11-21 20:37:46.893888,0.10686556799919344,0.2162092626094818,0.210723876953125,-1.7766493558883667,-1.6532129049301147,extension
2024-11-21 20:37:46.898840,0.1118312340004195,0.20701828598976135,0.20160609483718872,-1.1961604356765747,-1.0977259874343872,extension
2024-11-21 20:37:46.903212,0.11626415300088411,0.1978757679462433,0.19211506843566895,-1.4240399599075317,-1.5419820547103882,extension
2024-11-21 20:37:46.907917,0.12093088199981139,0.19016411900520325,0.18416637182235718,-1.1897755861282349,-1.0702605247497559,extension
2024-11-21 20:37:46.912383,0.12540596700091555,0.18266159296035767,0.1759399175643921,-1.2947824001312256,-1.3112837076187134,extension
2024-11-21 20:37:46.917006,0.12975366600039706,0.17393875122070312,0.16803407669067383,-1.2033772468566895,-1.0790653228759766,extension
2024-11-21 20:37:46.921633,0.13454168799944455,0.16531839966773987,0.1595103144645691,-0.9914194345474243,-1.01741361618042,extension
2024-11-21 20:37:46.925771,0.13884675799999968,0.15639644861221313,0.15093165636062622,-0.9065126776695251,-0.8293495178222656,extension
2024-11-21 20:37:46.930289,0.14320973500070977,0.14934834837913513,0.14353090524673462,-0.6655303835868835,-0.5970140695571899,extension
2024-11-21 20:37:46.934855,0.14783683399946312,0.14174357056617737,0.13551652431488037,-0.868317723274231,-0.7950677871704102,extension
2024-11-21 20:37:46.939918,0.15273157699994044,0.13340380787849426,0.12701493501663208,-0.6957185864448547,-0.6036865711212158,extension
