Global Time,Time,Motor 0 Position,Motor 1 Poqsition,Motor 0 Torque,Motor 1 Torque,Force
2024-11-21 06:41:43.068480,0.002375011999902199,0.37977004051208496,0.42667192220687866,-0.014776546508073807,0.0008930070325732231,idle
2024-11-21 06:41:43.071720,0.00747602100000222,0.3797733187675476,0.4266762137413025,-0.00011695921421051025,0.013228635303676128,idle
2024-11-21 06:41:43.074955,0.010676404999685474,0.3797662854194641,0.42666372656822205,-0.0025783847086131573,-0.0022865505889058113,idle
2024-11-21 06:41:43.078146,0.013874401000066428,0.3797672986984253,0.42667287588119507,-0.0010059783235192299,-0.012019449844956398,idle
2024-11-21 06:41:43.081456,0.017121709999628365,0.37976187467575073,0.42667198181152344,0.0018947399221360683,-0.0015678559429943562,idle
2024-11-21 06:41:43.084658,0.020378092000100878,0.3797886371612549,0.42668139934539795,-0.007117890752851963,-0.014058087952435017,idle
2024-11-21 06:41:43.087893,0.0235899569997855,0.37977099418640137,0.4266740679740906,-0.005354732275009155,0.00018652714788913727,idle
2024-11-21 06:41:43.091257,0.02699048100021173,0.37978196144104004,0.42666709423065186,0.012473644688725471,-0.004438677802681923,idle
2024-11-21 06:41:43.094584,0.03032712000003812,0.3797765374183655,0.42666691541671753,-0.00533822039142251,-0.0029279557056725025,idle
2024-11-21 06:41:43.097928,0.03361551899979531,0.3797699213027954,0.42667481303215027,-0.0014742594212293625,-0.0009975265711545944,idle
2024-11-21 06:41:43.101300,0.03702530200007459,0.3797699213027954,0.4266695976257324,-0.009094297885894775,-0.0022975518368184566,idle
2024-11-21 06:41:43.104754,0.04047063899997738,0.37979501485824585,0.42668813467025757,-0.00482458621263504,-0.0054337214678525925,idle
2024-11-21 06:41:43.108137,0.04372057699947618,0.37977856397628784,0.4266735315322876,-0.0013192100450396538,-0.006087042856961489,idle
2024-11-21 06:41:43.111430,0.04715587800001231,0.37978386878967285,0.42668652534484863,0.006057861261069775,-0.0035301297903060913,idle
2024-11-21 06:41:43.115202,0.050652861000344274,0.3797616958618164,0.42665576934814453,0.004271996207535267,-0.004104161635041237,idle
2024-11-21 06:41:43.118580,0.054166232999705244,0.37977761030197144,0.42668306827545166,0.0019415989518165588,-0.0028105033561587334,idle
2024-11-21 06:41:43.121962,0.05762501400022302,0.37978655099868774,0.42667123675346375,-0.0006836955435574055,-0.017615042626857758,idle
